methode;type;threshold;nom_instance;N;M;F;tps;solv;obj;obj1;obj2;obj22;setup;valide;feas;opt 
jobBased.exe;T19_medium;medium;instance_20_4_5_10_13_Mthr_8.txt;20;4;5;600.006;1;730;430;3;3;8;1;1;0
jobBased.exe;T19_medium;medium;instance_20_4_5_10_13_Mthr_9.txt;20;4;5;600.006;1;437;237;2;2;6;1;1;0
jobBased.exe;T19_small;small;instance_20_4_5_10_13_Sthr_0.txt;20;4;5;600.006;1;522;322;2;2;7;1;1;0
jobBased.exe;T19_small;small;instance_20_4_5_10_13_Sthr_1.txt;20;4;5;600.006;1;707;307;4;4;8;1;1;0
jobBased.exe;T19_small;small;instance_20_4_5_10_13_Sthr_2.txt;20;4;5;600.006;1;302;302;0;0;13;1;1;0
jobBased.exe;T19_small;small;instance_20_4_5_10_13_Sthr_3.txt;20;4;5;600.006;1;360;260;1;1;4;1;1;0
jobBased.exe;T19_small;small;instance_20_4_5_10_13_Sthr_4.txt;20;4;5;600.006;1;342;242;1;1;6;1;1;0
jobBased.exe;T19_small;small;instance_20_4_5_10_13_Sthr_5.txt;20;4;5;600.006;1;811;411;4;4;6;1;1;0
jobBased.exe;T19_small;small;instance_20_4_5_10_13_Sthr_6.txt;20;4;5;600.006;1;653;353;3;3;10;1;1;0
jobBased.exe;T19_small;small;instance_20_4_5_10_13_Sthr_7.txt;20;4;5;600.005;1;706;506;2;2;12;1;1;0
jobBased.exe;T19_small;small;instance_20_4_5_10_13_Sthr_8.txt;20;4;5;600.006;1;754;454;3;3;11;1;1;0
jobBased.exe;T19_small;small;instance_20_4_5_10_13_Sthr_9.txt;20;4;5;8.79;1;124;124;0;0;3;1;1;1
jobBased.exe;T20_big;big;instance_30_3_2_10_4_Bthr_0.txt;30;3;2;600.008;1;1145;1145;0;0;3;1;1;0
jobBased.exe;T20_big;big;instance_30_3_2_10_4_Bthr_1.txt;30;3;2;600.007;1;901;841;1;1;0;1;1;0
